id,title,authors,venue,year
gya0M9b1KrgJ,Gigascope: A stream database for network applications,"T Johnson, C Cranor, O Spatsheck, V Shkapenyuk","Proc 2003 ACM SIGMOD international conference on management  &hellip;,",N/A
nHesT9ADTdEJ,Gigascope: A Stream Database for Network Applications,"CD Cranor, T Johnson, V Shkapenyuk","SIGMOD Conference,",2003
uh2lQGa6hQUJ,Delaunay: a Database Visualization System,IFCM Averbuch,N/A,N/A
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294187CI,Delaunay: A database visualization system,"WT Lucas, IF Cruz, M Radzyminski, M Averbuch, K  ","SIGMOD REC,",1997
YWWvQnGCpDEJ,Delaunay: a Database Visualization System,"IF Cruz, M Averbuch, WT Lucas, M Radzyminski, K  ",N/A,N/A
nTu7PUukM1wJ,An Online Video Placement Policy Based on Bandwidth to Space (BSR),"A Dan, D Sitaram",Proceedings of ACM,N/A
qjHzY4uEG7gJ,An online video placement policy based on bandwidth to space ratio,"A Dan, D Sitaram","Proceedings of the ACM SIGMOD Conference,",N/A
qYsoOX4e1noJ,An Online Video Placement Policy based on Bandwidth to Space Ratio (BSR),"A Dan, D Sitaram",N/A,N/A
POt1WbTBB4cJ,"Mining database structure; or, how to build a data quality browser","T Dasu, T Johnson, S Muthukrishnan, V Shkapenyuk","SIGMOD Conference,",2002
Qywc8AsElxEJ,Mining database structure; or howto build a data quality browser,"T Dasu, T Johnson, S Muthukrishnan, V Shkapenyuk",N/A,N/A
zTF5z0v_nh0J,"Mining Database Structure; Or, How to Build a Data Quality Browser","T Johnson, S Muthukrishnan, P Dasu, V Shkapenyuk","Proc. of ACM SIGMOD, to appear,",N/A
1ivmtE5W6FsJ,Dynamic content acceleration: A caching solution to enable scalable dynamic web page generation,"KDKRH Thomas, A Datta, D VanderMeer","Proceeding of the fifteenth ACM Symposium on Operating  &hellip;,",N/A
qK-N8yVLSWUJ,Dynamic Content Acceleration: A Caching Solution to Enable Scalable Dynamic Web Page Generation,"A Datta, K Dutta, K Ramamritham, H Thomas, D  ","SIGMOD Conference,",2001
0m_Q5tf3oDAJ,"Suresha, and K. Ramamritham. Proxy-based acceleration of dynamically generated content on the world  ","A Datta, K Dutta, H Thomas, D VanderMeer","Proceedings of SIGMOD-2002,",N/A
5N2k30IYlWoJ,"Suresha, AND Ramamritham, K. 2002. Proxy-Based Accelaration of Dynamically Generated Content on the  ","A Datta, K Dutta, H Thomas, D Vander Meer",Proceedings of ACM SIGMOD,N/A
orxvLy4vVEQJ,Proxy-Based Acceleration of Dynamically Generated Content on the World Wide Web: An Approach and  ,"A Datta, K Dutta, H Thomas, D Vandermeer, K  ","ACM TRANSACTIONS ON DATABASE SYSTEMS,",2004
RKbKtLWjDLEJ,"Suresha, Krithi Ramamritham, Proxy-based acceleration of dynamically generated content on the world  ","A Datta, K Dutta, H Thomas, D VanderMeer","Proceedings of the 2002 ACM SIGMOD international conference  &hellip;,",N/A
96SrVGnDmMoJ,Dynamic Resource Brokering for Multi-User Query Execution,"DL Davison, G Graefe","SIGMOD Conference,",1995
Ed8EH4p2vBMJ,Dynamic resource allocation for multi-user query execution,DL Davison,N/A,1995
3PH--zwkZO8J,"A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding, SIGMOD 2003",D DeHaanÃ¢?Â¦,To,N/A
CD_xefdItVkJ,A Comprehensive XQuery to SQL Translation Using Dynamic Interval Coding,"D DeHaan, D Toman, MP Consens, MT Ozsu",Proceedings of the ACM,N/A
gyYBYgpB63sJ,A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding,"D DeHaan, D Toman, MP Consens","SIGMOD Conference,",2003
uq-pFFsnBusJ,MT zsu. A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding,"D DeHaan, D Toman, MP Consens",Proc. ACM SIGMOD,N/A
5OTQGZ1gb18J,Dissemination of dynamic data,"P Deolasee, A Katkar, A Panchbudhe, K Ramamritham, ",Proceedings of the ACM SIGMOD International Conference on ,N/A
tEFUZn3tEMYJ,Dissemination of Dynamic Data on the Internet,"K Ramamritham, P Deolasee, A Katkar, A Panchbudhe, ",N/A,N/A
0Ta25VSGl7kJ,RR Independence is good: Dependency-based histogram synopses for high-dimensional data,"A Deshpande, MN Garofalakis",Proc. 2001 ACM SIGMOD Intl. Conf. Managment of,N/A
knAoAIpo7hYJ,Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,"A Deshpande, M Garofalakis, R Rastogi","SIGMOD Conference,",2001
aBiqHXGXoJEJ,Cache-and-Query for Wide Area Sensor Network,"A Deshpande, S Nath, PB Gibbons, S Seshan","SIGMOD Conference,",N/A
fU6zoUKeXe8J,Cache-and-Query for Wide Area Sensor Databases,"A Deshpande, SK Nath, PB Gibbons, S Seshan",N/A,N/A
pF6EW_yKYyYJ,IrisNet: An Architecture for Internet-scale Sensing Services,"S Nath, A Deshpande, Y Ke, PB Gibbons, B Karp, S  ","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
sfB17Fi4MZsJ,IrisNet: Internet-scale Resource-Intensive Sensor Services,"A Deshpande, SK Nath, PB Gibbons, S Seshan","SIGMOD Conference,",2003
Thoke4oYLt4J,IRIS: Internet-scale Resource-Intensive Sensor Services,"A Deshpande, S Nath, PB Gibbons, S Seshan",N/A,N/A
2lypQEgzfb8J,SuciuD (1999) Storingsemistructured data with STORED,FM DeutschA,"Proceedings of the ACM SIGMOD conference on management of  &hellip;,",N/A
9WLtxnKtm_EJ,Storing Semistructured Datawith STORED,"A Deutsch, M Fernandez, D Suciu","&hellip;  of the ACM SIGMOD International Conference on Management of &hellip;,",N/A
De_3PkxkhzIJ,Storing semistructured data with STORED,"AD DFS, M Fernandez, D Suciu","Proc. of ACM SIGMOD Conf. on Management of Data,  &hellip;,",N/A
fuitKuyY3l8J,Storing semistructed data with STORED,"A Deutsch, M Fernandez, D Suciu","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
kDYpG4mLjLkJ,Storing semi-structured data using STORED,"A Deutsch, M Fernandez, D Suciu","Proc., ACM SIGMOD,",N/A
QxtGOVsCF78J,Storing Semistructured Data with STORED,"A Deutsch, M Fernandez, D Suciu","SIGMOD Conference,",1999
SR_yVgZnYpMJ,Storing semistructured data with stored,"A Deuntsch, M Fernandez, D Suciu",Proceedings of ACM,N/A
SYaXErlVlcAJ,D. Suciu Storing semistructured data with stored,"A Deustsch, M Fernandez","SIGMOD Int&#39;s Conf. On Management of Data,",N/A
twQNwr-jFmoJ,"andez, and D. Suciu. Storing semistructured data with STORED","A Deutsch, M Fern","&hellip;  of the ACM SIGMOD International Conference on Management of &hellip;,",N/A
XrybyHOI16kJ,Storing Semi-structured Data with STORED,"DM Fernandez, D Suciu","&hellip; , Pennslyvania: Proceedings of the ACM SIGMOD Conference,",N/A
Z9e9dqy5KBgJ,Storing semistructured data with STORED,ADMFD Suciu,"Proc of the ACM SIGMOD International Conference on  &hellip;,",1999
#NAME?,Storing Semistructured Data with STORED,"A Deutsh, M FernandezÃ¢?Â¦","Proc of ACM SIGMOD Conf. On Management of Data,",N/A
v7A9Otp7OjsJ,Processing complex aggregate queries over data streams,"A Dobra, MN Garofalakis, J Gehrke, R Rastogi","SIGMOD Conference,",2002
wuIyUXOQP7AJ,Processing complex aggregate queries over data streams,"D ALIN, G MINOS, G JOHANNES, R Rajeev","Proc. of the 2002 ACM SIGMOD Intl. Conf. on Management of  &hellip;,",2002
AgBMhm_0uEIJ,METU Object-Oriented DBMS,"A Dogac, C Ozkan, B Arpinar, T Okay, C Evrendilek",N/A,N/A
fsa72WmA67kJ,METU Object-Oriented Database System,A DogacÃ¢?Â¦,"Demo Description, in the Proc. ACM SIGMOD Intl. Conf. on  &hellip;,",N/A
gt_wY6mYF_kJ,"METU Object-Oriented Database System, Demo Description",A Dogac,"Proceedings of ACM SIGMOD Intl. Conf. on Management of Data, &hellip;,",N/A
p6ro8VCQBwcJ,METU Object-Oriented DBMS Kernel,"A Dogac, A Altinel, C Ozkan","Proc. of Intl. Conf on Database and Expert Systems  &hellip;,",1995
zf5eI7As5kAJ,METIJ Object-Oriented DBMS,"A Dogac, C Ozkan, B Arpinar, T Okay, C Evrendilek","&hellip;  tn Object-Oriented Database Systems, Dogac, A., Ozsu, T.,  &hellip;,",N/A
_4ARkdpRArQJ,METU interoperable database system [J],A DodacÃ¢?Â¦,"Sigmod Record,",N/A
GnjIUQVlZ0UJ,METU Interoperable Database System,AL Dogac Aet,Proceedings of the 1996 ACM SIGMOD Int. Conf. on Management ,N/A
oAO74aolStoJ,MEFU interoperable database system,"DD Dengi, E Kilic","Sigmod Record,",N/A
SYV3r4_a5EsJ,METU Interoperable Database System. Demo Description,"A Dogac, U Halici, E Kilic, G Ozhan, F Ozcan, S  ",Proceedings of the ACM SIGMOD International Conference on ,N/A
UAO4T_2ylPkJ,METU Interoperable Database System,"A Dogac, E Kilic, G Ozhan, F Ozcan, S Nural, B  ","SIGMOD RECORD,",1995
XE1zjDexb64J,METU Interoperable Database System,"CE Koksal, S Mancuhan","Demo Description, In Proc. of ACM",N/A
juQlvnYuPxwJ,Y. Kabak (2002)Ã¢??An ebXML Infrastructure Implementation through UDDI Registries and RosettaNet PIPs ,"A Dogac, Y Tambag, P Pembecioglu, S Pektas, GB  ",Proceedings of the 2002 ACM SIGMOD International Conference ,N/A
VAOk1X8Ja30J,Y. Kabak. An ebXML Infrastructure Implementation through UDDI Registries and RosettaNet PIPsÃ¢??,"A Dogac, Y Tambag, P Pembecioglu, S Pektas, G  ",Proceedings of 2002 ACM SIGMOD International Conference on ,N/A
wi8177RdPBYJ,An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs,"A Dogac, Y Tambag, P Pembecioglu, S Pektas, G  ","SIGMOD Conference,",2002
LUfRqM48JaEJ,Database Performance in the Real World: TPC-D and SAP R/3,J Doppelhammer,"SIGMOD RECORD,",1997
q_A8Y8KY9WkJ,Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),"J Doppelhammer, T Hoeppler, A Kemper, D Kossmann","SIGMOD Conference,",N/A
Q4N41koenF8J,The Need for Distributed Asynchronous Transactions,"L Do, P Ram, P Drew",N/A,N/A
Rviij1nqEcoJ,The Need for Asynchronous Distributed Transactions,"L Do, P Ram, P Drew","Proceedings of ACM SIGMOD Conference, Philadelphia,",N/A
6csUZFROjIEJ,The nimble integration system,"D Draper, AY Halevy, DS Weld","Proc. of SIGMOD,",N/A
6MdiqTp20aoJ,The Nimble Integration Engine tm,"D Draper, AY Halevy, DS Weld",N/A,N/A
sURGDemFSsUJ,The nimble integration engine,"D Draper, AY Halevy, DS Weld","Proceedings of the 2001 ACM SIGMOD international conference  &hellip;,",2001
i1qU2OFSeloJ,Using the CALANDA Time Series Management System,"W Dreyer, AK Dittrich, D Schmidt",N/A,N/A
Qf8OS1o2YM4J,"Kotz Dittrich A. et Schmidt D., Using the CALANDA time series management system",W Dreyer,"Proceedings of the 1995 ACM SIGMOD, San JosÃÂ©, California,  &hellip;,",N/A
l7KC1qG6OGEJ,"Temporal Coalescing with Now, Granularity, and Incomplete Information",CE Dyreson,"SIGMOD Conference,",2003
UIDFB3gRjlUJ,"Temporal Coalescing with Now, Incomplete Information, and Granularity",CE Dyreson,Proceedings of,N/A
54w4cIKL11UJ,RECORD-BOUNDARY DISCOVERY IN WEB DOCUMENTS,Y Jiang,N/A,1998
O_SMlr3bFBMJ,"Y, Jiang and YK Ng.Ã¢??Record-boundary discovery in web documents,Ã¢??",D Embley,"Proc. ACM SIGMOD Conf,",N/A
x8uC_9_IzUEJ,Record-Boundary Discovery in Web Documents,"DW Embley, YS Jiang, YK Ng",N/A,N/A
8lBDhvljrAEJ,Filtering Algorithms and Implementation for Very Fast Publish/Subscribe Systems,"F Fabret, HA Jacobsen, F Llirbat, J Pereira, KA  ","SIGMOD RECORD,",2001
IHZ0cEpqnPkJ,"F., Pereira, J., Ross, KA, AND Shasha, D. 2001. Filtering algorithms and implementation for very  ","F Fabret, HA Jacobsen, I LL",Proceedings of the ACM SIGMOD,N/A
NDTjtWuhzbQJ,Filtering Algorithms and Implementation for Very Fast Publish/Subscribe Systems,"J Pereira, F Fabret, HA JacobsenÃ¢?Â¦","Proceedings of the 4th ACM Special Interest Group on  &hellip;,",N/A
uaOB9o42w5AJ,Filtering Algorithms and Implementation for Very Fast Publish/Subscribe Systems,D Shasha,N/A,N/A
dOY1djmoy04J,E  cient similarity search and classi  cation via rank aggregation,"R Fagin, R Kumar, D Sivakumar","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",N/A
tQZWeE_nsa0J,Efficient similarity search and classification via rank aggregation,"R Fagin, R Kumar, D Sivakumar","SIGMOD Conference,",2003
43b8e16YZlEJ,"und Lin, K.-I.(1995). FastMap: A Fast Algorithm for Indexing, Data-Mining and Visualization of  ",C Faloutsos,Proceedings of the 1995 Int. ACM/SIGMOD Conf. on Management ,N/A
56AknoQlFB0J,"FastlIap: A fast algorithrn for indexing, data-mining and visiializatiori of traditional and  ","C Faloutsos, KI Lin",Proceedings of the 1995 ACM SIGMOD International Conference ,N/A
dRjSn10qk9wJ,"D.(1995). Fastmap: A Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and  ","C Faloutsos, KI Lin",Proceedings of,N/A
dyDxQvd8OHoJ,"FastMap: afastalgorithmforindexing, data mining, and visualization of traditional and multimedia  ","C Faloutsos, KI Lin","SIGMOD RECORD, Proc.Ã¢??95ACM SIGMOD Int. Conf. on Management &hellip;,",N/A
GGmfi7ywI4gJ,"FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia  ","C Faloutsos, KI Lin","MD,",N/A
I0Kn3dzF4TgJ,"Fastlk? ap: A Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and  ",C Faloutsos,N/A,N/A
j0EcM-BvshwJ,FastMap: A Fast Algorithm for Indexing,"C Faloutsos, KI Lin","Data-Mining and Visualization of Traditional and Multimedia  &hellip;,",N/A
lJvmD13lHJIJ,"Fastmap: A fast algorithm for indexing, data mining and visualization of traditional and multimedia","C Faloutsos, K Lin","Proc. of SIGMOD,",N/A
RLjlTtFM36IJ,"K.-I.(David) Lin, Fastmap: A fast alogorithm for indexing, data-mining and visualization of  ",C Faloutsos,"Proc. of SIGMOD,",N/A
roK09GarWdcJ,"ID Lin,&quot; FastMap: AFast Algorithm for Indexing, Data-Mining and Visualization of Traditional  ",C Faloutsos andK,"Conference on Data Management (SIGMOD), San Jose, CA,",N/A
Tpb-LwPZJNMJ,"  a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets ","C Faloutsos, KI Lin",N/A,1994
vbvO-dB6wiIJ,"  a Fast Algorithm for Indexing, Data-Mining and Visualization of Traditional and Multimedia Datasets ","C Faloutsos, K Lin",Management of,N/A
yFaUjmOQp1wJ,"Fastmap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia  ","K Lin, C Faloutsos","Proceedings of ACM SIGMOD,",1995
4bG39HmGrAQJ,Fast Subsequence Matching in Time-series Datebase. SIGMOD,"C Faloutsos, M Ranganthan, Y Manolopoulos","Proc. of Annual Conference, Minneapolis,",N/A
5fCkUaG8A-gJ,Fast subsequence matching in time-series,"C Faloutsos, M Fanganathan, Y Monolopoulos","Proceedings 1994 ACM SIGMOD Conference,",N/A
6WIF-_hBZZgJ,Y. Manolopou-10s:Ã¢??Fast Subsequence Matching in Time-Series DatabasesÃ¢??,"C Faloutsos, M Ranganathan",Proceedings of the 1994 ACM SIGMOD,N/A
AHu54TOP-eoJ,Fast subsequence matching in time-series databases,"C Faloutsos, M Ranganathan, Y Manolopoulos",Proceedings of the 1994 ACM SIGMOD international conference ,N/A
bL4szse-iCQJ,"Y., M. 1994. Fast subsequence matching in time-series databases","C Faloutsos, M Ranganathan",Proc. Int. Conf. On Management of,N/A
NqewK_dmRawJ,Fast subsequence matchingin time-seriesdatabases,"C Faloutsos, M Ranganathan, Y Manolopoulos","Proc. ACM SIGMOD,",N/A
qaoTK_zX3awJ,ManolopoulosY (1994) Fast subsequence matching in time-series databases,"C Faloutsos, M Ranganathan",&hellip; . ACM International Conference on Management of Data (SIGMOD,N/A
R4fVVmv_YvoJ,Fast Subsequence Matching in Time-Series Database,"CFM Ranganathan, Y Manolopoulos","Proc. ACM SIGMOD IntÃ¢??l Conf Management of Data,  &hellip;,",N/A
s-BT0x6h2qUJ,"Ranganathan., M. and Manolopoulos, Y.(1994) Fast subsequence matching in time-series databases",C Faloutsos,Proc. ACM SIGMOD Conf. on Management of,N/A
qsWDIfzBxiQJ,Spatial Join Selectivity Using Power Laws,"C Faloutsos, B Seeger, A Traina","SIGMOD RECORD,",2000
Sqy1tqGEnxsJ,"Spatial Join Selectivity Using Power Laws, ACM SIGMOD Intl","C Faloutsos, B Seeger, A Traina, C Traina","Conference on Management of Data,",N/A
XMC0W6CQJJIJ,BSpatial join selectivity using power laws,"C Faloutsos, B Seeger, A Traina, C Traina",Proc. of ACM-SIGMOD Conference on the Management of,N/A
LSWVPfB8TC4J,Towards an Effective Calculus for Object Query Languages,"L Fegaras, D Maier","SIGMOD Conference,",1995
MHubEDlndWYJ,Towards an eectivecalculusfor objectquery languages,"L Fegaras, D Maier","Proc. of the ACM SIGMOD Int. Conference on Management of  &hellip;,",N/A
ykGQlI-IaJkJ,Toward an Effective Calculus for Object Query Processing,"L Fegaras, D Maier","Proc. ACM SIGMOD Conf. on Management of Data,",N/A
ZquXPssSY_EJ,Toward an effective calculus for object query processing,"LF FM, D Maier",Proc. ACM SIGMOD Conf. on Management of,N/A
4_4Jg_EQ8EkJ,&amp;lgr;-DB: an ODMG-based object-oriented DBMS,"L Fegaras, C Srinivasan, A Rajendran, D Maier",Proceedings of the 2000 ACM SIGMOD international conference ,N/A
p1LusPTTxlAJ,Lambda-DB: An ODMG-Based Object-Oriented DBMS,"L Fegaras, C Srinivasan, A Rajendran, D Maier",N/A,N/A
4BpkEHas0LcJ,STRUDEL-a web-site management system,"A Levy, D Florescu, D Suciu, J Kang, M Fernandez","Proceedings ACM SIGMOD International Conference on  &hellip;,",N/A
ek26aiEheesJ,STRUDEL: A Web-site Management System,"M Fernandez, J Kang, A Levy, D Suciu",N/A,N/A
zjrD8FvY6TgJ,STRUDEL: A Web-site Management System.,"ACMS Anthology, P Edition",N/A,N/A
4xxRU4CpidMJ,A. Levy D. Suciu. Catching the boat with Strudel: experiences with a web-site management system ( ,MFDFJ Kang,"Proc of ACM-SIGMOD International Conference on Management of &hellip;,",N/A
fNDX0gaFmB0J,Catching the Boat with Strudel: Experiences with a Web-Site Management System,", D Florescu, J Kang","SIGMOD Conference,",1998
i5coyXNfHCkJ,ÃÂ¢Ã¢?Â¬ Ã?Catching the Boat with Strudel: Experiences with a Web-Site Management SystemÃÂ¢Ã¢?Â¬Ã?,"MF Fernandez, D Florescu, J Kang, AY Levy, D Suciu",Proc. of the ACM SIGMOD,N/A
N9NHi5y3K38J,Catching the boat with Strudel: Experience with a Web-site management system,"D Florescu, M Fernandez, J Kang, A Levy, D Suciu",Proceedings of ACM SIGMOD Conference on Management of,N/A
rgk1HYJbTNEJ,Catching the boat with Strudel,"M Fernandez, D Florescu, J Kang, A Levy, D Suciu",Proceedings of ACM-SIGMOD International,N/A
RKh78Q-rJLMJ,Catching the boat with Strudel: Experiences with a web-site management system. ACM Intl,"MF Fernandez, D Florescu, J Kang, AY Levy, D Suciu","Conference on Management of Data (SIGMOD),",N/A
vVYs-3fNuZAJ,andD. Suciu. Catching the boat with Strudel: Experiences with a web-site management system,"M Fernandez, D Florescu, J King, A Levy",Proc. ACM,N/A
W3H34LBUMtoJ,Catc hingthe boat with strudel: Experiences with aw eb-sitemanagement system,"M Fernandez, D Florescu, J Kang, A Levy",Proceedings of,N/A
x-Xcm921UTMJ,Catching the boat with Strudel: experiences with a web-site management system,"A Levy, D Florescu, D Suciu, J Kang, M Fernandez","In SIGMODÃ¢??98,",N/A
66uAX5EPtKcJ,The Ins and Outs (and Everthing in Between) of Data Warehousing,"PM Fernandez, DA Schneider","SIGMOD Conference,",1996
9bgA6C_HqvQJ,The Ins and Outs (and everything in between) of Data Warehousing,"D Schneider, P Fernandez","SIGMOD RECORD,",1996
iLwFjrX22vYJ,"q'he Ins and Outs (and Everything in Between) of Data Warehousing,&quot;","J Byard, D Schneider","Tutorial in ACM SIGMOD,",N/A
lMKrltuk53EJ,The Ins and Outs of Data Warehousing,D Schneider,Tutorial on the VLDB,N/A
h0uuqAstOPUJ,Query Optimization in the Presence of Limited Access Patterns,"D Florescu, A Levy","SIGMOD Conference,",1999
mH0XY3h8UlcJ,Query Optimization in the Presence of Limited Access Patterns,"A Levy, I Manolesu, D Suciu, D Florescu","Proc. of ACM SIGMOD Conf. on Management of Data,",N/A
4k4fUbwNV8UJ,A data model and data structures for moving objects,"L Forlizzi, RH Guting, E Nardelli, M Scheider","Proc. of ACM SIGMOD,",N/A
AHozbGex7VUJ,"E., AND SCHNEIDER, M. 1999. A data model and data structures for moving objects databases","L FORLIZZI, G WING, N RH",Proceedings of the ACM SIGMOD Conference on Management of ,N/A
jW1JUC-AQXoJ,A Data Model and Data Structures for Moving Objects Databases,"L Forlizzi, RH Guting, E Nardelli, M Schneider","SIGMOD RECORD,",2000
llVBkO6kYZoJ,A data model and data structures for moving objects databases,"E Nardelli, M Schneider, L Forlizzi, RH GÃÂ¼ting","ACM SIGMOD,",N/A
vtX2CRPJunMJ,A data model and data structures for moving objects databases,"L Florizzi, RH Gutting, E Nardelli, M Schneider","ACM SIGMOD,",N/A
0e3bs1VFPvAJ,Performance tradeoffsforclient-serverqueryprocessing,"MJ Franklin, DK BjornThorJonsson",Proceedings of the ACM SIGMOD International Conference on ,N/A
2KXhx32GEzIJ,"onsson, and Donald Kossmann. Performance tradeoffs for client-serverquery processing","MJ Franklin, TJ Bjorn","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",N/A
40cq9ovvXn8J,andD. Kossmann. Performance Tradeoffs for Client-Server QueryProcessing. InProc,"MJ Franklin, BT Jonsson",ACM SIGMOD,N/A
7POVNz32rC4J,"BJ and Kossman, D. 1996. Performance tradeoffs for client-server query processing",MJ Franklin,"Proceedings of the ACM-SIGMOD, International Conference on ",N/A
98k6qrbdmsYJ,Performance Tradeoffs for Client-Server Query Execution,"M Franklin, B Jonsson, D Kossmann",ACM SIGMOD International Conference on the Management of ,N/A
iDBvvrHwj7YJ,"B. J onsson, and D. Kossmann. Performance tradeoffs for client-server query processing",M Franklin,Proc. of the ACM SIGMOD Conf. on Management of,N/A
yY5hMqazRHoJ,Performance tradeoffs for client-server query processing,"MJ Franklin, BT Jonsson, D Kossmann",N/A,1996
5Cj9Wx8llkwJ,Data in your face: push technology in perspective,"M Franklin, S Zdonik",N/A,N/A
K_qOxjIJWpQJ,Data in Your Face&quot;: Push Technology in Perspective (Invited Paper) ACM SIGMOD Intl,"M Franklin, S Zdonik","Conference on Management of Data, Seattle, WA, June,",N/A
2bao_dZfCuQJ,The SPIFFI scalable video-ondemand system,"S Freedman Craig, DJ DeWitt","Proceedings of the 1995 ACM SIGMOD International Conference  &hellip;,",N/A
dt4Mxy8b2hwJ,The SPIFFI scalable video-on-demand system,"CS Freedman, DJ DeWitt","Proceedings of the 1995 ACM SIGMOD international conference  &hellip;,",1995
eEvZek727-8J,Ageneral solution ofthe n-dimensional B-tree problem,M Freeston,"Proc. ACM SIGMOD Int. Conf. on Management of Data,",N/A
Fr8CPbK-IFIJ,A General Solution of the n-dimensional B-tree Problem,M Freeston,"SIGMOD Conference,",1995
1p-q7eofLWIJ,StatiX: making XML count,"J Freire, JR Haritsa, M Ramanath, P Roy, J Simeon",N/A,N/A
Pg-vbrBME1cJ,J. Sim eon.Ã¢??StatiX: Making XML CountÃ¢??,"J Freire, JR Haritsa, M Ramanath, P Roy","Proc. of the 2002 ACM SIGMOD Intl. Conf. on Management of  &hellip;,",N/A
YKkMxZntSUQJ,J er ome Sim eon.Ã¢?? StatiX: Making XML CountÃ¢??,"J Freire, JR Haritsa, M Ramanath, P Roy","Proceedings of the 2002 ACM SIGMOD Intl. Conf. on Management &hellip;,",N/A
z8IglVK-XnEJ,"Sim eon, J.:Ã¢?? StatiX: Making XML CountÃ¢??","J Freire, JR Haritsa, M Ramanath, P Roy",Proceedings of the 2002 ACM SIGMOD Intl. Conf. on Management,N/A
#NAME?,eon.Ã¢?? StatiX: Making XML CountÃ¢??,"J Freire, JR Haritsa, M Ramanath, P Roy, J Sim","Proc. SIGMOD,",N/A
Bcuo4_yr2p0J,"Data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization","T Fukuda, Y Morimoto, S Morishita, T Tokuyama","Proceedings of the 1996 ACM SIGMOD international conference  &hellip;,",1996
lmXiI4fB9vgJ,"Data mining using two-dimensional optimized association rules: Scheme, algorithms, and visualization ","T Fukuda, Y Morimoto, S Morishita, T Tokuyama",N/A,1996
sOBRaiLLvZgJ,Data Mining Using Two-Dimensional Optimized Association Rules: Scheme,"T Fukuda, Y Morimoto, S Morishita, T Tokuyama","Algorithms, and Visualization, ACM,",N/A
fSKep047pbgJ,SONAR: System for Optimized Numeric AssociationRules.,"ACMS Anthology, P Edition",N/A,N/A
WOCgxlV_LgoJ,SONAR: system for optimized numeric association rules,"T Fukuda, Y Morimoto, S Morishita, T Tokuyama","Proceedings of the 1996 ACM SIGMOD international conference  &hellip;,",1996
Y8UdbAPhYpUJ,System for Optimized Numeric Association Rules,"T Fukuda, Y Morimoto, S Morishita, T Tokuyama","Proceedings of the 1996 ACM SIGMOD International Conference  &hellip;,",N/A
i6QOOOYvOqQJ,"Data Management in eCommerce: The Good, the Bad, and the Ugly",A Gal,N/A,N/A
SudUID_rEy0J,"Data management in eCommerce (tutorial session): the good, the bad, and the ugly",A Gal,"ACM SIGMOD Record,",2000
GxDfgCi-rq4J,AJAX: An Extensible Data Cleaning Tool,"H Galhardas, D Florescu, D Shasha, E Simon",N/A,N/A
QhUFQCApL8wJ,"Simon, E.:Ã¢??AJAX: An Extensible Data Cleaning ToolÃ¢??","H Galardas, D Florescu, D Shasha","&hellip;  2000 ACM Int. Conf. on Management of Data (SIGMOD&#39;00), USA,",N/A
05ZgvGyhSC0J,Bifocal Sampling for Skew-Resistant Join Size Estimation,"S Ganguly, PB Gibbons, Y Matias, A Silberschatz","SIGMOD Conference,",1996
zeikJQZ2KM4J,"Matias, and A. Silberschatz. Bifocal Sampling for Skew-Resistant Join Size Estimation","SG GGMS, PB Gibbons",Proceedings of the ACM SIGMOD International Conference on ,N/A
9-bSCnqVrlkJ,OFL: A Functional Execution Model for Object-Oriented Languages,"F Machuca, G Gardarin, P Pucheral","Intl. Conf. on Management of Data, ACM",N/A
IOqPoq2MSvQJ,andP. Pucheral. OFL: Afunctionalexecution model for object query languages,"G Gardarin, F Machuca","Proc. ACM SIGMOD IntÃ¢??l Conferenceon Managementof Data,  &hellip;,",N/A
l-9pykkOVrkJ,OFL: A Functional Execution Modell for Object Query Languages,"G GardarinT, F Machuca, P Pucheral",N/A,N/A
VOxehNSHEWQJ,O: A functional execution model for object query languages,"G Gardarin, F Machuca, P Pucheral",Proceedings of the 1995 ACM SIGMOD International Conference ,N/A
6EaC2CmjsmAJ,Wavelet synopses with error guarantees,"MN Garofalakis, PB Gibbons",N/A,N/A
r4a_VlMfu38J,Wavelet synopses with error guarantees,"G Minos, BG Phillip","Proceedings of ACM SIGMODÃ¢??2002,",N/A
Hz7TBeGZRz8J,andR. Rastogi. Querying and mining data streams: You only get one look,"M Garofalakis, J Gehrke","Proceedingsof ACM SIGMOD,",N/A
